"Item Id","Item URI","Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography",tags,file,itemType,collection,public,featured
9067,https://alabamaauthors.org/items/show/9067,,,,,,1894,,1894-1971,,,1971,,,"Emma Gelders Sterne",,,,,,,,,,,,,,,"<em> Senior Nurse. </em> New York; Golden Press, 1960.",,,,,,,,,,,,"Senior Nurse by Emma Gelders Sterne",,"Emma Gelders Sterne, an influential author and advocate, emerged as a notable figure with a rich literary repertoire and deep commitment to social causes. From her early days as an editor for student literary magazines, to her activism for women's suffrage and establishment of a school for delinquent children, Sterne's life exemplified a fusion of literature and social change. With a diverse body of work spanning children's literature, historical novels, and biographies, Sterne's contributions have been recognized for their impact on both the literary landscape and her engagement with civil rights and peace movements. Her papers are currently housed at the Special Collections Department of the University of Oregon Library, preserving her legacy for academic exploration and study.","Sterne, Emma Gelders",,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/04ec39f0b4e9390ee024ce98b5f671bd.jpg,,"AL Book Collection",1,0
9066,https://alabamaauthors.org/items/show/9066,,,,,,1894,,1894-1971,,,1971,,,"Emma Gelders Sterne",,,,,,,,,,,,,,,"<em> Junior Nurse. </em> New York; Golden Press, 1960.",,,,,,,,,,,,"Junior Nurse by Emma Gelders Sterne",,"Emma Gelders Sterne, an influential author and advocate, emerged as a notable figure with a rich literary repertoire and deep commitment to social causes. From her early days as an editor for student literary magazines, to her activism for women's suffrage and establishment of a school for delinquent children, Sterne's life exemplified a fusion of literature and social change. With a diverse body of work spanning children's literature, historical novels, and biographies, Sterne's contributions have been recognized for their impact on both the literary landscape and her engagement with civil rights and peace movements. Her papers are currently housed at the Special Collections Department of the University of Oregon Library, preserving her legacy for academic exploration and study.","Sterne, Emma Gelders",,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/929db1165e096d44c4154ed1ab79245a.jpg,,"AL Book Collection",1,0
9065,https://alabamaauthors.org/items/show/9065,,,,,,1894,,1894-1971,,,1971,,,"Emma Gelders Sterne",,,,,,,,,,,,,,,"<em> A Cap for Kathy. </em> New York; Golden Press, 1959.",,,,,,,,,,,,"A Cap for Kathy by Emma Gelders Sterne",,"Emma Gelders Sterne, an influential author and advocate, emerged as a notable figure with a rich literary repertoire and deep commitment to social causes. From her early days as an editor for student literary magazines, to her activism for women's suffrage and establishment of a school for delinquent children, Sterne's life exemplified a fusion of literature and social change. With a diverse body of work spanning children's literature, historical novels, and biographies, Sterne's contributions have been recognized for their impact on both the literary landscape and her engagement with civil rights and peace movements. Her papers are currently housed at the Special Collections Department of the University of Oregon Library, preserving her legacy for academic exploration and study.","Sterne, Emma Gelders",,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/409e76289fb65289cb89a15b63037825.jpg,,"AL Book Collection",1,0
9063,https://alabamaauthors.org/items/show/9063,,,,,,1888,,1888-1950,,,1950,,,"Clement Wood",,,,,,,,,,,,,,,"<span>&lt;em&gt;Mountain, a Novel.&lt;/em&gt; New York; E.P. Dutton &amp; Company, 1920.</span>",,,,,,,,,,,,"Mountain, a Novel by Clement Wood.",,"Clement Wood, born in Tuscaloosa, Alabama, and raised in Birmingham, had a creative upbringing with a poet grandfather and a mother involved as a concert elocutionist. After completing his undergraduate studies at the University of Alabama and law school at Yale University, Wood practiced law briefly before venturing into various occupations while pursuing his passion for poetry. He was an active participant in New York's literary society, engaged in teaching, lecturing, and writing for different publications.","Wood, Clement",,"<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://alabamaauthors.org/files/original/1cb727f928c79cb026d6331be19fdf7f.jpg,https://alabamaauthors.org/files/original/6dabfeca71708abb07303fc8c20575b8.pdf",,"AL Book Collection",1,0
9062,https://alabamaauthors.org/items/show/9062,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>Minute Dramas; the Kodak at the Quarter.</em> Montgomery, AL; Paragon Press, 1921.",,,,,,,,,,,,"Minute Dramas; the Kodak at the Quarter by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/31d4e3e53ac5ae532995768de5ec64e9.jpg,Dataset,"AL Book Collection",1,0
9061,https://alabamaauthors.org/items/show/9061,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>Two Little Southern Sisters and Their Garden Plays.</em> New York; Hinds, Hayden &amp; Eldridge, 1919.",,,,,,,,,,,,"Two Little Southern Sisters and Their Garden Plays by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/df59120c299e9ba51d4f5be1189726f0.png,Dataset,"AL Book Collection",1,0
9060,https://alabamaauthors.org/items/show/9060,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>When We Were Wee.</em> New York; Macmillan, 1913.",,,,,,,,,,,,"When We Were Wee by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/4bc560704894029bb63dc1a73bc7260c.jpg,Dataset,"AL Book Collection",1,0
9059,https://alabamaauthors.org/items/show/9059,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>Behind the Dark Pines.</em> New York; D Appleton &amp; Co, 1912.",,,,,,,,,,,,"Behind the Dark Pines by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://alabamaauthors.org/files/original/a68e25ea8201d0e8b87a9e7b99bc6d5e.jpg,https://alabamaauthors.org/files/original/9e50d69564c0c8d765e53bfa1641b1ea.pdf",Dataset,"AL Book Collection",1,0
9058,https://alabamaauthors.org/items/show/9058,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>Somebody's Little Girl.</em> New York; Hinds, Noble &amp; Eldredge, 1910.",,,,,,,,,,,,"Somebody's Little Girl by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://alabamaauthors.org/files/original/dba5430881f79648acf62475994145d2.jpg,Dataset,"AL Book Collection",1,0
9057,https://alabamaauthors.org/items/show/9057,,,,,,1862,,1862-1941,,,1941,,,"Martha Strudwick Young",,,,,,,,,,,,,,,"<em>Bessie Bell.</em> New York; Scott Thaw Co, 1903.",,,,,,,,,,,,"Bessie Bell by Martha Strudwick Young",,"Martha Young, a native of Newbern, Alabama, demonstrated literary talent from an early age and received her education at esteemed academies. Her works encompassed dialect stories, poems, and essays, which gained recognition and drew comparisons to the renowned writer Joel Chandler Harris. Young's contributions to literature include notable publications such as Plantation Songs for My Lady Banjo, Plantation Bird Legends, and Bessie Bell, with her writing evolving to encompass children's literature as well. Additionally, she engaged in public readings of her work and continued to produce poems on religious and sentimental subjects in the later years of her life.","Young, Martha Strudwick",":
<p>Martha Young; Alabama's Foremost Folklorist by William Stanley Hoole.</p>
<p></p>","<em>Alabama Authors of the 19th &amp; 20th Centuries</em>, edited by Beverley Park Rilett, http://AlabamaAuthors.org",1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://alabamaauthors.org/files/original/f7b722476236ec6073bb692c0416952c.jpg,https://alabamaauthors.org/files/original/808e7757a21cfbdfcee55d066aee8310.pdf",Dataset,"AL Book Collection",1,0
